Title,Stars,Reviewers,Cost,Page Count,Levels 1-4,Levels 5-10,Levels 11-16,Levels 17+
Daily Adventure Map 015,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 014,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 013,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 012,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 011,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 009,5.0,2,0.0,-1,0,0,0,0
A Very Merry Giftmas,2.2,5,0.1,4,1,0,0,0
The Danger Below,5.0,2,0.0,5,0,0,0,0
Phailin Campaign,-1.0,0,0.1,30,1,0,0,0
La Casa de Mautia,-1.0,0,8.0,45,1,0,0,0
Mini Dungeons #1: Bandit Hideout,4.8,17,0.0,-1,0,0,0,0
RPGA4 - The Elixir of Life,-1.0,0,4.95,-1,0,1,0,0
Journey to the High Country,4.3,15,0.0,28,1,0,0,0
A Time of Magic and Shadows,5.0,1,0.0,23,0,0,0,0
The Discarded Gem - Full Color Map Pack,-1.0,0,0.0,4,0,0,0,0
Magic Item of the week 1 | Belt Of Shapeshifting,-1.0,0,0.0,1,0,0,0,0
Enigma Paradox Monthly Map Pack: Continent of Antares (FULL BUNDLE),-1.0,0,0.0,-1,0,0,0,0
Enigma Paradox Monthly Map Pack: Continent of Veik (Gray printer friendly),4.0,2,0.0,14,0,0,0,0
Dragons Return to Clayvington,-1.0,0,0.0,14,0,0,0,0
Daily Adventure Map 041,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 037,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 038,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 036,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 035,-1.0,0,0.0,-1,0,0,0,0
Daily Adventure Map 034,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 033,-1.0,0,0.0,-1,0,0,0,0
Daily Adventure Map 031,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 030,-1.0,0,0.0,-1,0,0,0,0
Daily Adventure Map 026,5.0,1,0.0,-1,0,0,0,0
Daily Adventure Map 017,5.0,2,0.0,-1,0,0,0,0
The Death Knell,5.0,2,0.0,2,0,0,0,0
The Sanguine Tide - Ballaton Part 2c (5E),-1.0,0,1.0,18,1,1,0,0
The Sanguine Tide - Haftree Part 2b (5E),-1.0,0,1.0,16,1,1,0,0
Weekly Micro Dungeons - Temple of the Snake God,4.5,13,0.0,14,0,0,1,0
Weekly Micro Dungeons - Adubeus's Tower,4.3,18,0.0,8,0,1,0,0
"""The Grove of Cernunnos"" Series [BUNDLE]",-1.0,0,0.0,-1,1,1,0,0
(FREE) A Book of Most-Eccentric Dragons,4.5,2,0.0,7,1,1,1,0
1-Page Encounter: Chef Special,4.0,2,0.0,1,0,0,1,1
10 One-Shot Adventures - Convenience Bundle [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
11 Adventures for One Price! [BUNDLE],5.0,1,0.0,-1,1,1,1,1
1d4Con Year 1 Bundle [BUNDLE],-1.0,0,0.0,-1,1,1,1,0
2019 Adventures [BUNDLE],5.0,1,0.0,-1,0,0,0,0
2019 Complete Works [BUNDLE],5.0,1,0.0,-1,0,0,0,0
2Night2Fright! [BUNDLE],5.0,2,0.0,-1,0,1,0,0
3 1 on 1 adventures volume 1 [BUNDLE],-1.0,0,2.49,-1,1,1,0,0
3 1 on 1 adventures volume 2 [BUNDLE],-1.0,0,2.49,-1,1,1,1,0
3 1 on 1 adventures volume 3 [BUNDLE],-1.0,0,2.49,-1,1,1,0,0
3 1 on 1 vol 6 [BUNDLE],-1.0,0,2.49,-1,1,1,1,0
3 1ON1 Volume 10 [BUNDLE],-1.0,0,2.49,-1,1,1,1,0
3 1on1 Volume 4 [BUNDLE],-1.0,0,2.49,-1,1,1,1,1
3 1on1 Volume 5 [BUNDLE],-1.0,0,2.49,-1,1,1,1,0
3 1on1 Volume 7 [BUNDLE],-1.0,0,2.49,-1,1,1,1,1
3 1on1 Volume 8 [BUNDLE],-1.0,0,2.49,-1,1,1,1,1
3 1on1 Volume 9 [BUNDLE],-1.0,0,2.49,-1,1,1,1,0
32 One on One Adventures [BUNDLE],5.0,1,0.0,-1,1,1,1,0
4Adventure [BUNDLE],5.0,2,0.0,54,1,1,0,0
5e Adventure - Battle Lines,-1.0,0,0.0,24,0,0,0,0
5e Encounter - The Legend of Cinderstrike,-1.0,0,0.0,19,1,0,0,0
6 (7) 1on1 Volume 3 [BUNDLE],-1.0,0,0.0,-1,1,1,1,1
6 1 on 1 adventures volume 1 [BUNDLE],-1.0,0,0.0,-1,1,1,1,1
6 1 on 1 Voume 2 [BUNDLE],-1.0,0,0.0,-1,1,1,1,1
7 Collective works [BUNDLE],-1.0,0,0.0,-1,1,0,0,0
A (FREE) Cyclopean Beach Temple,3.8,4,0.0,52,0,0,1,0
A Baleful Awakening,4.6,15,0.0,14,1,0,0,0
A Band of Adventurers Argue over Treasure,4.2,9,0.0,6,1,1,1,0
A Child's Charge: A Shards of Story Adventure,5.0,3,0.0,11,0,0,0,0
A Dungeon and A Dragon: A 5E Adventure for 11-16th level characters,4.6,40,0.0,26,0,0,1,0
A False Life,5.0,11,0.0,23,0,1,0,0
A Fey's Bargain Side Trek Adventures [BUNDLE],4.5,2,0.0,-1,1,0,0,0
A Feywild Birthday,-1.0,0,0.0,-1,0,0,0,0
A Gem for your Troubles and other tales - Preview of Twilight at Eventide,-1.0,0,0.0,7,1,0,0,0
A Goblin's Tale - a level 1-8 homebrew campaign,4.3,29,0.0,80,1,1,0,0
A Lantern in the Dark | Ashley Warren Collected Works [BUNDLE],5.0,5,0.0,-1,0,0,0,0
A Night of Fright! 2 - PDF & VTT [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
A Night of Fright! PDF & VTT [BUNDLE],-1.0,0,0.0,-1,0,1,0,0
A Patrulha de Líberis,5.0,4,0.0,19,1,0,0,0
A strange story on Yves-Avenue,-1.0,0,0.0,13,1,0,0,0
A Wintertide's Carol,-1.0,0,5.0,26,0,0,0,0
Aarakocra - Monster Manual Encounters #1,5.0,2,0.0,5,0,1,0,0
Abominable Adventures - The Bundle [BUNDLE],-1.0,0,0.0,38,1,0,0,0
Accessible Adventure of the Week: Fey & Fortune,4.6,5,0.0,7,1,1,0,0
Accessible Adventure of the Week: The Ember Elk,4.3,3,0.0,7,1,0,0,0
Accessible Adventure of the Week: The Greater of Two Evils,4.5,4,0.0,7,1,1,0,0
Accessible Adventure of the Week: The Inevitable,4.3,3,0.0,11,0,1,0,0
Accessible Adventure of the Week: The Price of Success,4.0,4,0.0,7,1,0,0,0
Accessible Adventure of the Week: The Weight of Glory,4.6,5,0.0,4,0,1,0,0
Adaptable NPCs I: PDF & Fantasy Grounds [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Adaptable NPCs II: PDF & Fantasy Grounds [BUNDLE],-1.0,0,0.0,-1,1,1,1,0
Adaptable NPCs of the Guild: PDF & Fantasy Grounds [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Adaptable NPCs: Calamity PDF & Fantasy Grounds [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
Adaptable NPCs: Complete PDF [BUNDLE],5.0,15,0.0,-1,0,0,0,0
"Adventure Bundle - Dungeon, Intrigue, Wilderness [BUNDLE]",-1.0,0,0.0,-1,1,1,0,0
Adventure Bundle 1 (Fantasy Grounds) [BUNDLE],5.0,1,0.0,-1,1,1,0,0
Adventure Bundle [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
Adventure Collection (Chapter 1 - 5) [BUNDLE],-1.0,0,0.0,-1,0,1,1,0
Adventure Locations [BUNDLE],5.0,1,0.0,-1,1,1,0,0
Adventure Sites Bundle - Tier 1 [BUNDLE],-1.0,0,0.0,-1,1,0,0,0
Adventurers League Community Logo,3.7,9,0.0,-1,0,0,0,0
Adventures bundle [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Adventures in Eberron [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
"Adventures in Eberron, Theros and Ravenloft [BUNDLE]",-1.0,0,0.0,-1,0,0,0,0
Adventures in Ravenloft: PDF & Fantasy Grounds [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Adventures Three [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
AiC Bundle [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
All Aboard the Golden Mast,5.0,3,0.0,11,1,0,0,0
All Good Things Start in a Tavern [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Amarune's Arctic Collection [BUNDLE],5.0,1,0.0,-1,0,0,0,0
Amphail Asylum - All Formats [BUNDLE],-1.0,0,0.0,-1,1,1,1,1
An Introduction to D&D - The Wealthy Merchant,4.5,57,0.0,8,1,0,0,0
Animal Lover's Bundle [BUNDLE],-1.0,0,0.0,-1,1,0,0,0
Animated hellish portal battlemap,-1.0,0,2.99,1,0,0,0,0
ANM4 The Ecology of the Odopi,4.8,4,0.0,8,0,0,0,0
ANM5 The Herd of Epona,4.8,4,0.0,19,0,0,0,0
Arcane Heists,4.8,6,0.0,187,0,0,0,0
Astral Sea [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
Autumn: Bloody Red Grain,5.0,1,0.0,19,0,0,0,0
Aventura: Ataque na fazenda da Floresta Verde,-1.0,0,0.0,11,0,0,0,0
Avernian Tales Supplement Bundle  [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Avernus and Hollyphants [BUNDLE],5.0,2,0.0,-1,1,0,0,0
Azorius 99,-1.0,0,0.0,15,1,0,0,0
B1-12 Basic Series [BUNDLE],4.8,15,0.0,-1,1,0,0,0
Baldur's Gate Bundle [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Baldur's Gate Notice Boards PDF + FG [BUNDLE],3.0,1,0.0,-1,1,1,0,0
Baldur's Gate Notice Boards [BUNDLE],4.8,6,0.0,-1,1,1,0,0
Baldur's Gate: DM's Resources [BUNDLE],4.7,6,0.0,-1,1,1,1,0
Balduran's Stronghold Adventures [BUNDLE],-1.0,0,0.0,-1,1,1,1,0
Bank Heist plus Kilvyn's Guide to Lockpicking [BUNDLE],-1.0,0,0.0,72,1,1,0,0
Bardic Origins,-1.0,0,7.95,24,0,1,0,0
Bardic Origins (Fantasy Grounds),5.0,1,7.95,-1,0,0,0,0
Bards as antagonists,4.5,2,0.0,40,0,0,0,0
Basic Rules Adventures Bundle [BUNDLE],-1.0,0,0.0,-1,1,0,0,0
Beware the Moonless Night,4.0,3,0.0,25,1,0,0,0
Beyond Phandalin [BUNDLE],-1.0,0,0.0,-1,0,1,0,0
Big Murder in Little Birchwood,-1.0,0,0.0,20,0,0,0,0
Blackwater Redux | PDF + FG [BUNDLE],-1.0,0,0.0,-1,1,0,0,0
Bleeding Gate Chaos Bundle [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
Blood Bath,-1.0,0,0.0,-1,0,1,0,0
Blood Hunter Subclass: Order of the Elder Sign,3.0,1,0.0,3,0,0,0,0
Bluntaxe's Best Bundle [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Book of Seasons: Full Year Edition [BUNDLE],5.0,4,0.0,-1,1,1,1,0
Bookwyrm 2018 CCC [3 Standalone D&D Adventures] [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Bookwyrm 2019 [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Brain Backpack,-1.0,0,0.0,1,1,1,0,0
Brave New World,-1.0,0,2.0,5,0,0,0,0
Brian Smith Collection [BUNDLE],-1.0,0,0.0,-1,0,0,1,0
Bundle of Loot [BUNDLE],5.0,2,0.0,-1,0,0,0,0
BUNDLE: Everything P.B. Publishing [BUNDLE],5.0,2,0.0,-1,0,0,0,0
Burning Woods,-1.0,0,1.49,9,0,0,0,0
Bushes of love 027,3.0,3,0.0,8,0,0,0,0
Byrnt Oak Family Christmas Bundle! [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Cadaver mansion,4.5,10,0.0,11,1,0,0,0
CAIRN of OLD,-1.0,0,3.99,14,0,0,0,0
Calling Cards,-1.0,0,0.0,4,0,0,0,0
Campaigns In The Great Dale [BUNDLE],-1.0,0,0.0,-1,1,0,0,0
Candlekeep Expanded [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Candlekeep Mysteries DM's Resources [BUNDLE],5.0,3,0.0,-1,0,0,0,0
Candlekeep's Dungeon Master Collection [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Caravan Guard - Free Sample,-1.0,0,0.0,5,1,0,0,0
Castle Ravenloft Expanded [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
CCC-GAD-01-03 Caught in Time,4.5,17,0.0,39,0,0,0,0
CCC-QCC2018 [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
CCC-QCC2019 [BUNDLE],-1.0,0,0.0,-1,1,1,1,0
CCC-RPSG Set 1 - The Neverdusk Trilogy [BUNDLE],5.0,3,0.0,-1,1,1,1,0
CCC-RPSG Set 2 - Tier 1 Bundle [BUNDLE],5.0,2,0.0,-1,1,0,0,0
CCC-SVH-01 Rise of the Raven Lord [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Celestia - The land which never existed,-1.0,0,0.0,2,0,0,0,0
Chalices of the Greedy [BUNDLE],5.0,1,0.0,-1,0,0,0,0
Christmas 2021 Three Free [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Christmas Remnants,3.9,7,0.0,9,0,1,0,0
Chrome on the Range PDF and Fantasy Grounds Mod [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Chronomancer's Guide to Time Traveling [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Classic Dragonlance [BUNDLE],5.0,1,0.0,-1,1,1,0,0
Cloaker - Monster Manual Encounters #20,4.4,10,0.0,5,0,1,0,0
Clover Group Series Adventure Bundle [BUNDLE],5.0,2,0.0,11661,1,0,0,0
Cobweb Asylum - A Short Halloween Adventure (Level 9),-1.0,0,1.0,4,0,1,0,0
Cockatrice - Monster Manual Encounters #21,5.0,5,0.0,6,1,0,0,0
Collezione Avventure 2018 [BUNDLE],5.0,3,0.0,-1,0,0,0,0
Combat-Starved Witchlight and More [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Combat-Starved Witchlight Bundle (Hither and Thither) [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Companion Guide to Triboar & Surrounds,4.3,9,0.0,12,0,0,0,0
Continent in Chaos Trilogy [BUNDLE],5.0,1,0.0,-1,1,1,1,0
Control de plagas - Discípulos de la reina de los dragones 1,-1.0,0,0.0,5,1,0,0,0
Convergence Manifesto: The Complete First Season [BUNDLE],5.0,7,0.0,-1,1,1,0,0
"Corrupt Beginnings, An Evil Campaign",-1.0,0,3.5,19,0,0,0,0
Corrupted Nature,4.1,37,0.0,-1,0,0,0,0
CoS_Handouts with Text,4.5,28,0.0,12,0,0,0,0
Couatl - Monster Manual Encounters #22,5.0,1,0.0,10,0,1,0,0
Crown of Freemine,-1.0,0,0.0,41,0,0,0,0
Crown of Spell Absorption,-1.0,0,0.0,1,1,1,0,0
Crystalline Curse Trilogy on Fantasy Grounds [BUNDLE],-1.0,0,0.0,-1,1,0,0,0
Crystalline Curse Trilogy [BUNDLE],4.8,32,0.0,70,1,0,0,0
Curse of Faeriewell + 100 magic items [BUNDLE],-1.0,0,0.0,-1,0,1,0,0
Curse of Strahd Adventure Bundle [BUNDLE],5.0,1,0.0,-1,1,1,0,0
Custode dell'Acciaio Inox,5.0,1,0.0,2,0,0,0,0
Cyclops bundle [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
CZRPG Encounters Bundle [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
CZRPG Ultimate Ravenloft [BUNDLE],5.0,1,0.0,-1,0,0,0,0
D&D Adventurers League Pack: The Wild Beyond the Witchlight,4.4,9,0.0,65,0,0,0,0
D&D Compendium,4.5,10,0.0,46,0,0,0,0
D&D Essentials: The Mithral Collection [BUNDLE],5.0,2,0.0,-1,0,0,0,0
D&D Solo Adventure: The Tortured Land (Taster),4.5,12,0.0,32,0,0,0,0
D&D Valentine Card - Many worlds,-1.0,0,2.0,3,0,0,0,0
D&D Valentine's Day Card - Sneak Attack to the Heart,-1.0,0,2.0,3,0,0,0,0
D&dftc,-1.0,0,0.0,11,1,0,0,0
Daerdan's Tall Tales: 101 Arctic Encounters (Fantasy Grounds),5.0,1,9.95,-1,0,0,0,0
Daern's Blade Trilogy [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Damage Protector Class,-1.0,0,0.0,4,0,0,0,0
Danny's Shadowfell Collection [BUNDLE],5.0,1,0.0,-1,0,0,0,0
Dargeth's Sanctuary,5.0,6,0.0,4,1,0,0,0
Dark Forest Duets [BUNDLE],5.0,3,0.0,-1,0,1,0,0
Daughter of the man dragon elf 018,4.2,9,0.0,7,1,0,0,0
Daughter of the Wind,4.5,8,0.0,-1,1,1,0,0
Daylight Ascended: Greatest Hits Vol 1 [BUNDLE],5.0,1,0.0,-1,0,0,0,0
Days of Blight [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
DC-DCAF Diversions of Comedy and Frost Tier 1 Series [BUNDLE],5.0,1,0.0,-1,1,0,0,0
DC-PoA ROBIN 01-1 The Taming of the Chwinga,-1.0,0,0.0,33,1,0,0,0
DC-POA-CODEX-02 Bear in Mind (Fantasy Grounds),-1.0,0,4.99,-1,1,0,0,0
DC-PoA-CONMAR COLLECTION [BUNDLE],5.0,1,0.0,-1,1,1,0,0
DC-POA-Coulee21-01 The Frozen Snipe,-1.0,0,2.95,26,1,0,0,0
DC-POA-Coulee21-02 Driven Like the Snow,-1.0,0,2.95,30,1,0,0,0
DC-POA-Coulee21-03 Beasts of Burden,-1.0,0,2.95,26,1,0,0,0
DC-PoA-EPO-2 The Lighthouse of Graybill,5.0,1,0.0,17,1,0,0,0
DC-PoA-OGG-02 Judge and Jury,-1.0,0,0.0,30,0,1,0,0
DC-POA-ROG-1 The Frozen Path To Easthaven,4.0,5,0.0,48,0,1,0,0
DC-PoA-ROG-2 The Cold Eyes of Terror,4.5,2,0.0,49,1,0,0,0
DC-PoA-ROG-3 The Last Refuge of Spring,-1.0,0,0.0,68,0,1,0,0
DC-PoA-TDG01: Coins of the Elder Evils  [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
DC-POA-Z-T1S1 Auril's Worship - Fantasy Grounds,-1.0,0,0.0,-1,0,0,0,0
DC-POA-Z-T2S2 Iggy’s Folly,-1.0,0,0.0,27,0,0,0,0
DC-POA-Z-T2S2 Iggy’s Folly - Fantasy Grounds,5.0,1,0.0,-1,0,0,0,0
DDAL - FAQ v11.1 - PT-BR,-1.0,0,0.0,-1,0,0,0,0
DDAL - Guia do Jogador para D&D Adventures League - Oráculo da Guerra Versão 1.5 - PT-BR,-1.0,0,0.0,7,0,0,0,0
DDAL00-01 Janela Para o Passado (Window to the Past),-1.0,0,3.47,48,0,1,1,1
DDAL04 Curse of Strahd (5e) [BUNDLE],4.6,5,0.0,-1,0,0,0,0
DDAL05 Storm King's Thunder [BUNDLE],4.8,6,0.0,-1,0,0,0,0
DDAL08-12 Xanathar's Wrath Errata,5.0,2,0.0,4,0,1,0,0
DDEX1 Tyranny of Dragons Complete Bundle [BUNDLE],4.5,11,0.0,-1,0,0,0,0
DDEX2 Elemental Evil Complete Bundle [BUNDLE],4.6,5,0.0,-1,0,0,0,0
DDEX3 Rage of Demons Complete [BUNDLE],5.0,1,0.0,-1,1,1,1,0
DDIA05 Storm King's Thunder: A Great Upheaveal (5e),4.5,278,0.0,-1,1,0,0,0
Dead Men's Tales Adventure Bundle [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Death House Revisited,4.5,35,0.0,2,1,0,0,0
Death Pit of Moloch - 5E Adventure for Beginner Dungeon Masters & Players,4.7,72,0.0,10,0,0,0,0
Defenders of the Spring Citadel (Fantasy Grounds),-1.0,0,14.95,-1,1,0,0,0
Demon Slayer Series [BUNDLE],5.0,1,0.0,-1,1,1,1,1
Demons and Souls [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Demons in the Prairie + 100 magic items [BUNDLE],-1.0,0,0.0,-1,1,0,0,0
Devil's Rest: A Hand of the Wychlaran Side Trek,4.5,24,0.0,4,1,0,0,0
Devils in Stilben,4.7,3,0.0,7,1,0,0,0
DGtB The Black Needle,-1.0,0,1.0,5,1,1,0,0
DHM1 - Murder at The Rampant Rooster,4.6,7,0.0,20,1,0,0,0
Dice Average RPG Character Options [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Distortion (Fantasy Grounds Unity),-1.0,0,0.0,60,1,0,0,0
DnDerhead's Daily Sidequests: D100 Table of Adventure Ideas (No. 8),-1.0,0,0.0,9,0,0,0,0
DotMM Boxed Flavor Text - Levels 1-9 [BUNDLE],-1.0,0,8.91,-1,0,0,0,0
DQ's Eberron! [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
DQ's Forgotten Realms! [BUNDLE],2.0,1,0.0,-1,0,0,0,0
DQ's RAVNICA: Adventures! [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
DQ's SILVER Bestsellers [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
Dragon+: Six Faces of Death (5e),4.5,111,0.0,-1,0,0,1,0
Dragon+: The Barber of Silverymoon (5e),4.5,130,0.0,13,0,1,0,0
Dragonhunt,4.3,3,0.0,10,0,1,0,0
Dragonlances in Faerûn (Fantasy Grounds) [BUNDLE],5.0,1,0.0,-1,0,0,0,0
Drannian's Season 10 Dungeoncraft Adventure Trilogy [BUNDLE],5.0,1,0.0,-1,0,0,0,0
Dreamweaver bundle [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Drew Dawes GenCon 2020 Half Off Bundle! [BUNDLE],5.0,1,0.0,-1,0,0,0,0
Duel with Darkness (Fantasy Grounds),5.0,1,4.95,-1,0,0,1,0
Dungeon Delve Monthly [BUNDLE],5.0,3,0.0,-1,0,0,0,0
Dungeon Master's Library [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Dungeon of the Kapre,-1.0,0,2.5,8,1,1,0,0
Eberron 1099 YK [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
Eberron Adventures [BUNDLE],-1.0,0,0.0,-1,1,1,1,0
Eberron Essentials [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Eberron Genre [BUNDLE],4.7,3,0.0,-1,1,1,0,0
Eberron Newspapers: Korranberg Chronicle Bundle [BUNDLE],5.0,2,0.0,-1,0,0,0,0
Eberron's First Campaign [BUNDLE],5.0,4,0.0,-1,1,1,0,0
Echoes of War (Complete Bundle) [BUNDLE],-1.0,0,0.0,15,0,1,0,0
Eichhorn-Parker Baldur's Gate Fantasy Grounds Bundle [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Eichhorn-Parker Barovia Fantasy Grounds Bundle [BUNDLE],5.0,1,0.0,-1,0,0,0,0
Eichhorn-Parker Eberron 1099 YK Fantasy Grounds Bundle [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Eichhorn-Parker Fantasy Grounds Adventure Bundle [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Eichhorn-Parker Fantasy Grounds Eberron Bundle [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Eichhorn-Parker Fantasy Grounds Everything Bundle [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Eichhorn-Parker Fantasy Grounds Hinterlands  [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Eichhorn-Parker Fantasy Grounds Icewind Dale [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Eichhorn-Parker Fantasy Grounds Notice Boards Bundle [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
El Asalto Imprevisto,-1.0,0,1.0,24,0,0,0,0
El Calabozo del Diablo,-1.0,0,1.0,6,0,0,0,0
El tronco de ceniza,-1.0,0,0.0,12,1,0,0,0
Elven Tower Adventure Collection 1 [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
Embers of the Last War [BUNDLE],4.4,5,0.0,-1,1,1,0,0
Encontros da CZRPG [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
Encontros no Vale do Vento Gélido,-1.0,0,2.99,-1,1,1,0,0
Encounter DNA - Yuki Onna [BUNDLE],-1.0,0,0.0,-1,1,0,0,0
Encounter with the Edan Sha,4.3,15,0.0,4,0,1,0,0
Encounters along the Long Road,4.6,5,0.0,3,0,1,0,0
Enigma Paradox Monthly Map Pack: Continent of Antares (Scenario Booklet),5.0,1,0.0,14,0,0,0,0
"Enter the Demon's Paw, Part 1",2.8,4,0.0,5,0,0,0,1
Enter the shadowfell intro 004,4.2,15,0.0,4,1,0,0,0
Esteemed House of Cats,4.6,15,0.0,13,0,0,0,0
Expedition to Silver Island,-1.0,0,0.0,16,1,0,0,0
Expeditions  [BUNDLE],-1.0,0,0.0,-1,0,1,1,0
Faceless Hunger,4.9,7,0.0,12,1,0,0,0
Faction Folio: Waterdeep - Player's City Guide,4.4,40,0.0,12,0,0,0,0
Fall Of Bauroth - A Short Adventure (Levels 1-3),-1.0,0,1.0,4,1,0,0,0
Fall of Cyrog PDF + Fantasy Grounds [BUNDLE],-1.0,0,0.0,-1,0,1,1,0
Familiar Graveyard,-1.0,0,6.81,24,1,0,0,0
FANTASY GROUNDS 2021 Essentials [BUNDLE],5.0,3,0.0,-1,0,0,0,0
FANTASY GROUNDS 2Night2Fright! [BUNDLE],-1.0,0,0.0,-1,1,1,0,0
FANTASY GROUNDS Adaptable NPCs Complete [BUNDLE],4.8,4,0.0,-1,1,1,1,0
FANTASY GROUNDS Candlekeep Mysteries [BUNDLE],5.0,1,0.0,-1,0,0,0,0
FANTASY GROUNDS Descent into Avernus [BUNDLE],5.0,3,0.0,-1,0,0,0,0
FANTASY GROUNDS DotMM Complete Edition [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
FANTASY GROUNDS Dragon Heist & Dungeon of the Mad Mage [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
FANTASY GROUNDS Endless Adventures [BUNDLE],5.0,1,0.0,-1,1,1,1,1
FANTASY GROUNDS Forgotten Realms Expanded [BUNDLE],5.0,1,0.0,-1,0,0,0,0
FANTASY GROUNDS Haunting Creations I [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
FANTASY GROUNDS Haunting Creations II [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
FANTASY GROUNDS Into the Underdark - The Descent [BUNDLE],5.0,1,0.0,-1,0,0,0,0
FANTASY GROUNDS Malady Series [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
FANTASY GROUNDS Mythic Odysseys of Theros [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
"FANTASY GROUNDS Puzzles, Predicaments, Perplexities [BUNDLE]",4.8,4,0.0,-1,0,0,0,0
FANTASY GROUNDS Ravenloft [BUNDLE],5.0,1,0.0,-1,0,0,0,0
FANTASY GROUNDS Rime of the Frostmaiden [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
FANTASY GROUNDS Short Adventures I [BUNDLE],-1.0,0,0.0,-1,1,1,1,0
FANTASY GROUNDS Short Adventures II [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Feast of Sinterklaas,3.0,3,0.0,32,0,1,0,0
Feldor's Guide to Triel - Free Edition,4.1,12,0.0,9,0,0,0,0
Feywild DM's Bundle  [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
Fiestas con conflictos,5.0,1,0.0,2,0,0,0,0
Fireheart Arsonist,4.8,4,0.0,21,0,1,0,0
Fistful of Coppers PART TWO! [BUNDLE],-1.0,0,0.0,-1,0,0,0,0
